Danceability,Energy,Key,Loudness,Mode,Speechness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,ID,Duration_ms,Genre,genre
0.41,0.578,3,-8.944,1,0.0306,0.433,0,0.116,0.532,95.522,0pAtkQfdNlRAd2ilZBCyfi,404637,britishjazz,jazz
0.935,0.86,6,-7.888,0,0.164,0.00705,0,0.038,0.956,133.028,054bbCRyFsd1W6p2mmp7nN,220263,finnishhiphop,hiphop
0.643,0.712,10,-5.647,1,0.0387,0.763,0.00396,0.0879,0.811,111.396,39uunu9ufjdlTfKG4H0MAl,174333,pianoblues,blues
0.683,0.751,5,-10.184,1,0.0346,0.0681,8.36e-6,0.248,0.841,103.036,135XdtJdL8qtDxsimPWDZZ,266560,canadianrock,rock
0.816,0.287,11,-14.224,1,0.209,0.0199,0,0.0995,0.613,166.721,07DTS39u4xjgXBLekbFCDf,228773,reggaerock,rock
0.767,0.596,4,-14.697,0,0.059,0.148,0.873,0.085,0.392,120.996,27xlgve92vhk9Ve9fYZMHW,481696,deeplatinjazz,jazz
0.55,0.824,2,-5.988,1,0.0334,0.448,1.27e-4,0.366,0.777,114.512,7MRyJPksH3G2cXHN8UKYzP,214733,canadianpop,pop
0.627,0.798,11,-8.907,1,0.0664,0.228,0.0168,0.0468,0.722,102.441,1wAXS9eJP0piyiEzt54nZj,244587,ostrock,rock
0.499,0.98,0,-4.818,1,0.0569,0.0233,0.348,0.211,0.947,180.709,5i3bRLDZoGrFSaGob3Pn07,336547,jazzelectricbass,jazz
0.632,0.8,9,-10.84,1,0.0414,0.0567,0.896,0.273,0.462,128.142,4NfBcQFxf1JVu1RseP0T3r,295667,jazzelectricbass,jazz
0.572,0.553,7,-9.394,0,0.0368,0.628,0.0765,0.166,0.503,99.282,134Tdp85JXJdkghi05y5AC,417320,jazzfusion,jazz
0.527,0.706,9,-13.163,0,0.0462,6.29e-4,0.0209,0.0312,0.799,128.381,4M5pNkmGe4YmFOERgloyoB,203493,undergroundpowerpop,pop
0.726,0.705,1,-8.848,0,0.028,0.106,0.00405,0.106,0.783,115.112,7IltdSvva0o4LC4ExTd6cC,239693,classicdanishpop,pop
0.584,0.726,1,-4.604,1,0.0371,0.14,0,0.0984,0.398,106.979,2JVwsN6viHjR9t5pCPQ4Br,212447,ukpop,pop
0.527,0.418,4,-10.204,0,0.0277,0.142,0.775,0.139,0.218,129.516,2lXHg7BtTNoP39AezyCSfL,196920,geekrock,rock
0.577,0.786,8,-5.545,1,0.0841,0.0228,0,0.123,0.363,135.137,5N7CaBng9A9XCIbWNsFtZT,186280,gauzepop,pop
0.639,0.431,9,-12.494,1,0.0489,0.414,7.11e-6,0.0867,0.526,144.048,2UgZeV435iztRTLrUeOrtk,274867,canadianrock,rock
0.567,0.916,2,-4.754,1,0.0384,1.53e-4,0.287,0.19,0.89,137.993,2AvS4Rk5G6jPAhZwytyF20,238562,swedishsynthpop,pop
0.229,0.867,9,-6.583,1,0.06,9.19e-5,5.33e-4,0.071,0.825,90.571,63tb2COE2aN7PdtNqf7QIM,140467,noisepop,pop
0.41,0.898,0,-9.051,1,0.12,0.00101,0.309,0.102,0.419,154.947,5jjREimqogJL4IRpy2JDXu,220422,gothicrock,rock
0.507,0.944,0,-4.35,0,0.0577,4.86e-4,0.521,0.0733,0.0689,104.967,2BQFnSQymvASqEMIrwe7tp,318667,germanhardrock,rock
0.772,0.778,11,-6.02,1,0.0711,0.00378,0.0245,0.347,0.798,124.012,6CqkRCHBFjjwwajynVPZg8,194516,deepbrazilianpop,pop
0.631,0.936,10,-2.64,0,0.0458,0.0425,1.29e-5,0.0981,0.718,130.066,2YDdFQkctbCCynTXsL3ekS,226160,canadianelectropop,pop
0.532,0.8,11,-6.719,1,0.124,0.315,0.00668,0.114,0.724,164.835,2ynY4yYr7FfNuSuPCwsHJv,285667,dreampop,pop
0.443,0.324,7,-13.135,1,0.0312,0.614,0.00568,0.0919,0.386,133.102,3BqqF8suAIzW8655yJfcvh,200000,funkrock,rock
0.646,0.707,4,-7.954,1,0.0438,0.195,0.752,0.26,0.287,122.992,5iDkaW38r6CFxgxs2rBZo7,306784,gauzepop,pop
0.572,0.531,5,-6.454,1,0.027,0.312,0,0.147,0.468,82.843,7FepIGeZWsDmqewuMONclB,261802,christianpop,pop
0.791,0.559,8,-7.136,0,0.229,0.0559,0,0.236,0.92,87.956,6U6UoE9LfZjeM6esvEdgCP,227000,undergroundlatinhiphop,hiphop
0.857,0.635,6,-6.351,0,0.0462,0.152,0,0.081,0.778,136.957,5ZMviM6vjWp1QEfx5KRESP,187069,norwegianhiphop,hiphop
0.603,0.783,2,-7.303,1,0.0278,6.59e-5,0.804,0.13,0.764,112.152,1DJ4sDZgj56rBUZYj4ZHRu,277560,canadianrock,rock
0.58,0.505,8,-9.668,1,0.0276,0.0242,0.748,0.0991,0.28,82.058,0KXoWpE7CmAQYcfwFZHPYD,331467,germanjazz,jazz
0.705,0.915,1,-3.331,1,0.0923,0.27,1.28e-5,0.241,0.877,98.009,2VOlV3edNyd0b9JWQYHZnn,165918,italianundergroundhiphop,hiphop
0.432,0.94,10,-4.099,0,0.374,0.159,0,0.154,0.225,80.084,5lq6hpsabgw22xRYPHVV5c,186973,experimentalhiphop,hiphop
0.681,0.6,11,-5.724,0,0.0501,0.229,0,0.0505,0.491,140.062,2T2hT13BvTfO5NQIxYdkf8,261200,danishpop,pop
0.489,0.588,1,-6.177,1,0.0507,0.0285,2.11e-6,0.0906,0.187,113.617,0Qh38w01QRXK6KHIv0e3hb,269600,ukpop,pop
0.215,0.701,4,-6.123,1,0.0347,0.123,0.0162,0.498,0.339,86.428,32KujEz8h3VXyLUWtUPRyc,381840,popemo,pop
0.548,0.587,9,-9.391,1,0.151,1.89e-4,4.8e-5,0.117,0.627,112.431,2C8g2jthQwyKCxUtTBg4GS,206603,ecuadorianalternativerock,rock
0.685,0.383,2,-13.069,1,0.0328,0.0943,0.743,0.119,0.336,139.963,6BYQb0qsfiYCUoc93dK3aN,386917,deepsmoothjazz,jazz
0.293,0.646,2,-11.41,0,0.0383,0.0021,0.787,0.227,0.524,88.805,3X2nCw0nLVUigRlD9toSfa,329038,post-rocklatinoamericano,rock
0.802,0.886,1,-4.379,1,0.26,0.0975,0,0.103,0.924,90.86,3nEmwAy1uQD8Nwr93J8vYc,221806,italianundergroundhiphop,hiphop
0.753,0.882,7,-6.756,1,0.0335,0.137,0.268,0.0771,0.851,99.024,6UYDh9LoRtwbeNSMcuzdwV,198547,europop,pop
0.386,0.627,2,-7.502,1,0.0512,0.604,1.77e-6,0.259,0.532,69.864,5kGdCqm46EqdvS8OXS7Y2M,186040,ostrock,rock
0.536,0.922,2,-6.247,1,0.0667,0.0406,8.92e-5,0.214,0.353,121.977,2e3KUBfcAwAyQtgbeUBKob,238893,noisepop,pop
0.706,0.954,11,-5.651,0,0.0637,0.0167,0.281,0.446,0.292,107.985,0bLX1uc2a3e5n5oPJf2aFU,192000,swedishsynthpop,pop
0.363,0.924,2,-4.181,1,0.0508,0.00995,3.07e-4,0.0136,0.692,152.51,79hW2iblmoT71PtfEj40Rn,160280,garagerock,rock
0.805,0.666,0,-3.864,1,0.0929,0.488,0,0.0634,0.973,93.307,4qQXVeY1CMiwqiRitm3MNO,172320,colombianrock,rock
0.697,0.205,10,-14.37,0,0.11,0.775,0,0.171,0.821,107.155,62G4vdtOQTBLTH9zQnLnbu,160840,contemporaryjazz,jazz
0.678,0.149,8,-11.361,1,0.0314,0.836,0,0.179,0.498,106.021,4AF30t0TEy4ctD3v8iwm9U,207116,mandepop,pop
0.687,0.702,7,-5.324,0,0.0455,0.0064,4.35e-5,0.204,0.284,129.956,12KUFSHFgT0XCoiSlvdQi4,214840,ukpop,pop
0.398,0.646,3,-10.457,1,0.0412,0.0454,0.206,0.101,0.353,179.853,7saliZ9OxOgVZvac91pnHH,456000,bedroompop,pop
0.687,0.785,1,-4.953,0,0.325,0.00332,0,0.0516,0.785,186.244,0OvwzS8FX73Bw7ykMRmffU,262827,hiphop,hiphop
0.671,0.758,7,-6.999,1,0.126,0.206,0.00754,0.0408,0.868,102.17,0fUeXvuwXDKRNqvrxveHWF,173373,alternativerootsrock,rock
0.596,0.56,10,-10.23,1,0.0297,0.176,0,0.095,0.526,135.355,4KxzOViQQbZpPa7WukYiIx,274599,canadianpop,pop
0.197,0.646,5,-8.504,0,0.0365,5.27e-4,0.873,0.332,0.156,140.21,2qMKiy9uvMSXx5iPy59xb2,397520,germanpost-rock,rock
0.74,0.831,5,-7.321,1,0.0456,0.444,0.00304,0.0769,0.448,121.034,6UqRGwjwYL0stXbaodTxwo,210853,indiepoptimism,pop
0.41,0.959,9,-4.563,1,0.0869,3.24e-4,0,0.0766,0.83,193.155,2ydUT1pFhuLDnouelIv4WH,171600,deeppoppunk,pop
0.522,0.538,5,-9.754,1,0.0267,0.48,0.478,0.103,0.478,110.697,7HKLo45JN1HvWp2wDdBP5m,241864,dreampop,pop
0.651,0.819,2,-6.355,0,0.051,0.586,2.34e-6,0.0624,0.906,96.178,3IHAPVtrS0oT7IVdrF9REo,309893,colombianrock,rock
0.362,0.811,7,-6.881,1,0.0528,0.00262,0.00388,0.309,0.532,131.353,1dYUxflQd9lUdGbWGlHEll,289253,swedishhardrock,rock
0.176,0.949,9,-3.864,1,0.215,4.26e-4,4.39e-5,0.84,0.549,159.884,7E3NULmUp6hdnf8pK298e0,201173,reggaerock,rock
0.491,0.493,11,-7.286,1,0.0282,0.175,3.29e-6,0.13,0.148,138.082,5Z2OHghVzPn8qyCyIbDy4m,283093,lapop,pop
0.764,0.39,0,-13.66,1,0.0309,0.763,0.128,0.129,0.542,127.875,4HYmv6cac62ybDtzszPuZs,308067,southafricanjazz,jazz
0.574,0.59,7,-6.205,1,0.0475,0.329,0,0.103,0.96,175.2,0Ttqiz6DNvPkThvbnr9vYJ,216000,lapop,pop
0.551,0.564,9,-10.817,1,0.0324,0.233,9.57e-5,0.742,0.593,84.585,62LQZjeApGd6DicsXzd4Dy,147133,mexicanrock-and-roll,rock
0.234,0.801,4,-6.6,1,0.0456,0.32,0.00426,0.129,0.306,79.741,1nahWR4SOHwDJ7e1ZNMNzF,209067,swedishindiepop,pop
0.217,0.132,2,-14.542,0,0.0371,0.984,0.793,0.0826,0.0826,67.576,02EOrX2LRdPpL5gRNe0rB7,354244,icelandicpop,pop
0.48,0.664,5,-9.026,1,0.0401,0.957,0.901,0.186,0.636,125.982,64JJUN6UDp8RckUwgepGUu,193133,pianoblues,blues
0.792,0.724,11,-5.108,0,0.0362,0.219,0,0.0911,0.429,109.984,3ccIZSRn5I2zcWkpdO9gZB,169000,dancepop,pop
0.699,0.715,7,-6.244,0,0.0364,0.0858,3.42e-6,0.0842,0.169,110.004,1aoooi4uB7t1xaFmNvr39K,218755,ukpop,pop
0.568,0.829,4,-4.194,0,0.176,0.0128,6.73e-6,0.121,0.319,170.015,6h2qCXYJRuAWo7mxSmkrYn,187595,gauzepop,pop
0.647,0.921,7,-4.461,1,0.0355,0.0535,0,0.448,0.945,118.883,4XcNoJ4W4Qa4uuqxa2KRsm,217267,canadianrock,rock
0.601,0.857,0,-7.316,1,0.0371,0.0167,2.64e-4,0.106,0.649,122.024,3k3MI0oueRWQNmt4VFRm4k,238040,belgianpop,pop
0.457,0.483,4,-9.869,0,0.0292,0.253,0.13,0.648,0.34,94.469,2Rdf3YgGkjY256Lejx5xVa,125022,reggaerock,rock
0.672,0.714,5,-10.586,0,0.0547,0.00445,0.849,0.262,0.812,109.99,2bpmkhiVgC4Yramd8fhkjv,350182,jazzfusion,jazz
0.669,0.389,0,-11.547,1,0.0306,0.605,0.16,0.0905,0.649,130.015,5oUV6yWdDM0R9Q2CizRhIt,231173,swedishindiepop,pop
0.519,0.88,0,-3.615,1,0.067,9.62e-4,8.1e-6,0.138,0.598,97.394,6xO0ozjUPqlEGUt9t6hAxb,205003,indonesianpoppunk,pop
0.456,0.957,10,-1.8,1,0.0671,4.25e-4,0,0.162,0.921,92.052,0gXbEVqrX0kwdSdI6kQmQt,167267,mexicanpoppunk,pop
0.593,0.871,7,-4.703,0,0.0369,0.0167,9.2e-6,0.344,0.719,162.955,0RsDZ67c93b1ynm5tjngZJ,212613,finnishhiphop,hiphop
0.437,0.958,8,-3.398,1,0.0994,4e-4,0.0275,0.0834,0.357,131.56,1rh6RoD2Y86GqSM9S1dxlv,217737,deeppoppunk,pop
0.437,0.84,5,-6.852,1,0.0447,0.0668,0,0.351,0.682,96.148,4CQNoWzcxealvmuGGzZmpQ,188314,modernblues,blues
0.737,0.56,4,-7.147,0,0.0305,0.813,7.83e-5,0.138,0.487,109.974,33QGjsRzuKfOebGG3O4lMF,248787,reggaerock,rock
0.14,0.0265,2,-26.924,1,0.0546,0.945,0.345,0.0932,0.0363,87.011,4Miv9b5OGHj4vsLpe2IWnt,721520,norwegianclassical,classical
0.446,0.601,2,-7.15,0,0.254,0.261,0,0.329,0.546,162.232,6Iyc8ShbNrYHWsCkgvd922,205188,italianhiphop,hiphop
0.407,0.844,0,-4.577,1,0.0617,0.00524,0,0.37,0.579,147.178,3BvHIV6gi72avEAVirSGDU,192440,portugueserock,rock
0.607,0.575,8,-7.066,1,0.0252,0.133,2.52e-6,0.0566,0.504,78.341,06gD2ZtK3Dzc1BYqWExQJJ,180907,country,country
0.264,0.941,0,-9.956,1,0.124,4.64e-4,0,0.0802,0.145,137.728,3WUhvVF5UjBfboJtQM4142,202240,germanpost-rock,rock
0.414,0.301,7,-11.507,1,0.035,0.827,0.812,0.0772,0.421,88.27,47LCUqpnVrbCOZ37gVim3C,285573,finnishjazz,jazz
0.54,0.974,10,-4.095,1,0.0578,0.11,0.0211,0.191,0.605,145,2W7aPMT6Jvz11xdO2G4acO,182933,modernblues,blues
0.509,0.563,9,-9.406,1,0.0342,0.329,0,0.0668,0.96,97.08,7mIGLZ5L3eZmAX3JZjPBKN,183520,lapop,pop
0.385,0.501,5,-7.245,1,0.0531,0.719,1.83e-5,0.0826,0.527,125.52,7ljux6L94K33WbEM8mKGrf,225680,frenchfolkpop,pop
0.649,0.389,1,-6.662,0,0.0373,0.802,0,0.116,0.286,123.688,7fwTlEMTEN5t3PiCUfjCRb,192253,deepbrazilianpop,pop
0.757,0.748,8,-5.794,0,0.473,0.17,0,0.0759,0.693,90.052,5UEnHoDYpsxlfzWLZIc7LD,221013,ukpop,pop
0.5,0.135,8,-12.482,1,0.0293,0.947,4.41e-6,0.143,0.318,92.834,04E6QVlh4szhRpja4FdAyF,261507,vocaljazz,jazz
0.792,0.846,1,-8.778,1,0.0398,0.318,0.914,0.123,0.487,115,2NxHA23QtvMe7tvVrHDLaV,221520,smoothjazz,jazz
0.382,0.831,3,-7.104,1,0.0518,0.00218,8.83e-5,0.161,0.613,170.053,31Weu6KAIMVkXqjwdTtRxY,267960,canadianrock,rock
0.89,0.669,1,-9.525,1,0.0722,4.16e-5,0.0288,0.0632,0.397,106.035,5onyWWYoMa35lZhf9fzokS,128705,lgbtq+hiphop,hiphop
0.684,0.805,10,-5.55,0,0.0348,0.0141,0.007,0.105,0.424,83.501,3OJp1apmWYxmiKJKpjZzom,218333,modernblues,blues
0.254,0.0326,5,-23.093,1,0.0376,0.993,0.89,0.125,0.141,86.615,327F52D644MJ9rpNRNyyXV,398027,classicalsaxophone,classical
0.587,0.665,8,-8.083,0,0.409,0.0532,0,0.557,0.242,90.758,26xtHEq40YTfjAij523Ml6,224280,undergroundlatinhiphop,hiphop
0.582,0.791,1,-5.146,1,0.0322,0.186,0,0.14,0.34,91.975,43S4LXQySI1N2Zmnkdzh6j,187966,christianpop,pop
0.451,0.543,0,-6.079,1,0.0282,0.0288,9.38e-6,0.0767,0.184,74.209,7z3hEREhptnQJPFnti0ZY2,209187,rocktico,rock
0.594,0.326,2,-10.816,1,0.0398,0.426,0,0.258,0.119,115.86,0OHY6cicKxQAhMH15maBzs,231240,danishindiepop,pop
0.546,0.822,0,-8.747,0,0.0411,0.0313,0.83,0.114,0.949,167.881,2ZafXOdyIVeInA0nYYQucN,384973,jazzfusion,jazz
0.562,0.659,0,-8.859,1,0.0376,0.0391,3.92e-4,0.0884,0.9,82.289,3yRcGeWnz5T6euSbXq5YDX,200719,bluesband,blues
0.542,0.686,9,-13.917,1,0.0267,0.157,0.00515,0.216,0.894,110.193,2SuKUrLu1UY0LUFbKFr5xs,240787,modernblues,blues
0.47,0.374,10,-8.576,1,0.0289,0.115,0,0.115,0.297,121.135,1PcZpW4TO4rL6Z0TtF3O6w,279493,deepchristianrock,rock
0.722,0.329,0,-11.617,0,0.108,0.088,0,0.081,0.166,99.991,0F7rEdewJ6cSLylOZZpDu7,230713,hiphop,hiphop
0.545,0.932,7,-2.189,0,0.0399,6.65e-4,0,0.127,0.465,92.956,4wzjNqjKAKDU82e8uMhzmr,192000,indiegaragerock,rock
0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,6gBFPUFcJLzWGx4lenP6h2,243837,mandepop,pop
0.646,0.724,11,-5.383,1,0.0237,0.0531,5.88e-4,0.0597,0.328,103.394,3fxETTPvwxkkpq3Ax2ZbcN,265587,alternativerootsrock,rock
0.489,0.592,1,-8.403,0,0.353,0.00604,0,0.203,0.237,180.668,2SbAD1G4bWViMJeAlQJ5fP,228108,scottishhiphop,hiphop
0.379,0.623,9,-5.341,1,0.042,0.0439,0,0.257,0.349,153.312,4n0TkiApnLXv1RSk17gOBH,230373,swedishindiepop,pop
0.514,0.781,11,-3.715,1,0.0334,0.01,0,0.211,0.581,74.969,5fMzmGozlGW02m2UxUtuzG,174987,country,country
0.519,0.889,9,-8.147,1,0.201,0.683,2.08e-5,0.0883,0.558,181.94,4OkdTHt64MLWzdPM2sPSOR,135267,mexicanrock-and-roll,rock
0.796,0.872,9,-6.722,0,0.0573,0.287,0,0.284,0.866,129.894,56KqaFSGTb7ifpt16t5Y1N,222427,classicgaragerock,rock
0.452,0.93,2,-4.794,1,0.0906,0.00111,0,0.272,0.75,91.969,0C8J4OKtk8xdc581raNu65,179493,deeppoppunk,pop
0.704,0.888,11,-2.872,1,0.0541,0.00553,0.0011,0.079,0.531,125.027,5EpR6BqAnwR9PPl6sIrzGy,157000,ukpop,pop
0.522,0.731,6,-5.053,0,0.246,0.224,0,0.121,0.762,95.553,22owW4kvUEQXf1dhhzAips,224720,finnishhiphop,hiphop
0.432,0.721,6,-8.118,1,0.0293,0.00173,0.128,0.134,0.24,164.008,69gAOVpgi3yZ1oiRMWPn6s,235533,icelandicrock,rock
0.64,0.77,4,-5.241,0,0.271,0.13,2.19e-6,0.0813,0.422,88.586,4DdvYu7ymwCAY9W3XzS1Ka,241507,norwegianhiphop,hiphop
0.514,0.0395,8,-13.653,1,0.0496,0.964,1.06e-5,0.105,0.308,83.06,4DE7nY12E8sXs22xxvod2N,253600,swedishindiepop,pop
0.847,0.73,11,-8.285,0,0.0412,0.109,0.876,0.123,0.352,111.935,2ggj6KeAAZbp2vRTF3mUqV,204733,funkrock,rock
0.825,0.832,5,-5.853,0,0.0403,0.00587,7.89e-4,0.114,0.713,122.021,6DvgsZ0NiEPV9qYM931T1F,220627,swedishpoppunk,pop
0.439,0.709,0,-3.545,1,0.026,0.00565,0.00152,0.131,0.319,81.331,6HksxcBzMVdT17aq1Q79Xe,248640,canadianrock,rock
0.439,0.126,9,-23.981,0,0.0584,0.986,0.922,0.0904,0.148,88.314,3vaaYtIQtkYnZWof78QIwf,328733,classicalguitarquartet,classical
0.758,0.935,8,-5.284,0,0.0517,0.42,0.133,0.114,0.422,124.372,09TTeexnlKewZdjOak2sV2,292573,rocknacional,rock
0.466,0.946,11,-4.672,0,0.0598,0.00412,0.806,0.112,0.487,92.297,7vWZnOGMyilKXVgopNHxRP,125400,classicgaragerock,rock
0.503,0.879,1,-5.908,1,0.052,9.97e-5,0,0.357,0.698,120.079,73QwGJL4cIgevxThoGCo2p,126973,deeppower-poppunk,pop
0.544,0.126,10,-16.654,1,0.0326,0.95,0.0593,0.158,0.157,107.956,2VvhiOzhP3s3k8T5lPN7wN,249400,portuguesepop,pop
0.73,0.547,9,-7.129,0,0.0268,0.0252,5.06e-6,0.104,0.71,114.944,3vJoJFZVpGysIdyixD1gHK,261613,classicdanishpop,pop
0.651,0.766,4,-6.087,0,0.0336,0.0312,0.623,0.0744,0.398,107.986,4tHlcvgypC2qPudSPXP0CY,244485,lapop,pop
0.316,0.859,2,-6.982,1,0.0358,0.221,0.15,0.102,0.355,160.925,3bnaWBcQa4W61m39pPDSFX,193911,mathpop,pop
0.593,0.823,9,-3.928,1,0.0323,4.93e-5,0,0.198,0.592,121.021,4EZ2kjZgcxhvgPubV1sG7v,209797,popemo,pop
0.59,0.877,10,-6.368,1,0.0473,0.0192,1.63e-4,0.615,0.644,110.025,7vY5ySIKLsmhyW5z2e7apL,239334,swedishsynthpop,pop
0.547,0.254,2,-14.672,1,0.0356,0.963,0.898,0.232,0.671,136.065,4Ey6V08oecXV1aM8TdCu5E,197613,classicaltrumpet,classical
0.47,0.731,5,-6.151,0,0.14,0.0232,1.58e-5,0.0556,0.383,159.016,153bWE38AAzOWZFq976pw0,225520,rocktico,rock
0.583,0.37,3,-7.676,1,0.0273,0.39,0.015,0.135,0.104,82.518,0A6AyYeLLZ0OAZVD78Jt72,329440,pianoblues,blues
0.495,0.703,11,-7.059,0,0.329,0.112,0,0.412,0.483,191.929,1u3ugDVB89euNfOr53Q7Lt,184062,finnishhiphop,hiphop
0.658,0.537,1,-4.997,1,0.0658,0.364,1.1e-4,0.107,0.326,95.005,5hHVT3ck3FgkD20G4SjEqW,198264,italianundergroundhiphop,hiphop
0.536,0.871,2,-6.238,1,0.0371,4.95e-4,0.00346,0.331,0.521,126.014,0V9jsUlxDTz4BHknpJQF9O,328853,canadianpop,pop
0.724,0.89,4,-5.692,0,0.0671,0.00309,0,0.114,0.844,155.947,5oxwZkgFNoUG5Wt0XCvFW2,231120,deeplatinjazz,jazz
0.775,0.385,0,-9.218,1,0.0589,0.644,1.83e-5,0.0957,0.392,74.965,3cnRYoW4nYzIuVPCp7k5iG,212707,reggaerock,rock
0.624,0.6,4,-15.912,0,0.0406,0.744,0.969,0.241,0.924,68.429,5yKTsSm9DYwTCOLnNi4SCt,218600,pianoblues,blues
0.391,0.604,2,-8.104,1,0.212,0.00812,5.18e-6,0.0443,0.168,169.658,7CkioiGF7vbqzPEpFmsOSW,268000,mathpop,pop
0.542,0.947,9,-1.958,1,0.0577,0.235,3.2e-6,0.129,0.571,152.029,05ljwm2gVtepzdQqIz16HB,257720,indonesianpoppunk,pop
0.538,0.293,0,-7.981,0,0.0326,0.973,7.74e-4,0.0994,0.338,105.886,0FyiaRVwffBz0ptjYPcbey,318493,vocaljazz,jazz
0.781,0.563,2,-7.308,1,0.167,0.0346,0,0.136,0.0964,93.82,1V2exdim62i3nECc3GyejR,299653,finnishhiphop,hiphop
0.337,0.143,3,-17.524,1,0.0579,0.988,0.919,0.144,0.464,170.237,5cf8ykqtNi0trgOeaqyqBv,464453,classicaltrumpet,classical
0.596,0.514,2,-12.061,1,0.038,0.605,1.42e-6,0.113,0.764,99.453,6T8gGsbkLoU7whCKcryscq,175627,mexicanrock-and-roll,rock
0.493,0.476,7,-7.82,1,0.0295,0.316,5.54e-6,0.195,0.218,151.762,2HHvkwaJzxrkQ3fbP6hBDZ,255701,christianpop,pop
0.842,0.941,7,-6.912,1,0.0517,0.136,0.00808,0.0645,0.716,119.075,3hdWuSgCuJKxBCrm0GSxVE,191987,garagerock,rock
0.679,0.989,1,-3.896,1,0.0517,0.0195,0,0.0588,0.801,128.03,7vJgjjXD9spt5fgaSPox9z,219440,europop,pop
0.605,0.316,7,-10.374,1,0.0305,0.782,0.00433,0.148,0.181,135.162,3TbHnaVih1wgrr3Xa1Cy03,224241,countrydawn,country
0.592,0.0562,2,-14.344,1,0.0599,0.919,6.22e-6,0.111,0.266,127.005,5aDK0TurEtiedVdT0a6k9a,236333,swisscountry,country
0.35,0.607,5,-11.141,0,0.0498,0.794,0.446,0.116,0.597,187.101,1QlTNF43OyKK9BorIRsJ8o,422640,russianjazz,jazz
0.701,0.49,0,-8.63,1,0.0366,1.29e-5,0.0928,0.227,0.518,141.993,4XLWENFmRsKab4MiiLcbja,297227,belgianindierock,rock
0.541,0.786,11,-6.731,1,0.0274,0.00117,0.912,0.225,0.744,133.009,46Q055p0kvvoeIcM9iXzVP,232008,dreampop,pop
0.49,0.133,7,-15.582,1,0.0372,0.793,0,0.0825,0.409,143.811,4T8GZXfYNmRyxXZHCW6O1D,200387,danishpop,pop
0.788,0.524,3,-8.173,0,0.11,0.0658,7.18e-6,0.0934,0.81,83.084,5acfbEvjbcGY4t4sWak31n,240600,undergroundlatinhiphop,hiphop
0.424,0.98,9,-4.391,1,0.0494,2.52e-4,0.00784,0.0682,0.702,105.411,2lEDF4OiuAldu8LqV0JYly,166773,deeppower-poppunk,pop
0.582,0.86,10,-5.761,0,0.0379,0.0596,3.91e-5,0.0732,0.356,130.01,3E2AxUTagRMJSU453I4GTY,240500,modernblues,blues
0.423,0.959,7,-4.613,1,0.107,0.0448,0,0.347,0.643,166.919,0TE5Q3XEPkEfmyNtr47wWa,210627,noisepop,pop
0.677,0.744,10,-6.806,0,0.0295,0.0404,1.6e-4,0.074,0.631,124.08,5p1ex0pXv6jSPJ6QbumQpD,152913,ukpop,pop
0.815,0.796,4,-4.68,0,0.235,0.0315,0,0.25,0.69,95.012,7DUNdZdRapX9vM3qN8M1iO,229914,countryrap,country
0.394,0.599,0,-6.331,1,0.0278,0.0627,0,0.282,0.253,139.897,7JddlLyOkkwTbqtNm9O3uO,323640,rockkapak,rock
0.785,0.923,10,-5.671,0,0.173,0.0763,6.42e-4,0.143,0.459,105.009,1nMTBjKdCNPQoZdxsxzTLE,218252,lgbtq+hiphop,hiphop
0.82,0.594,0,-10.67,1,0.0319,0.134,0.0095,0.143,0.684,120.007,0KTNZte4LPPKq9t5lRwHB9,245667,belgianpop,pop
0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-6,0.193,0.549,120.97,6o4BYWzrQvfaFmQhm8Zq2v,227833,ukpop,pop
0.324,0.721,9,-7.336,1,0.0315,0.0239,0.3,0.262,0.772,147.374,43gI4zSiLcFeYVBuNcBkG5,222208,dreampop,pop
0.484,0.791,7,-4.27,1,0.0437,0.0743,0,0.0491,0.369,124.008,21BYhl07wWqGRQaj7sUxdV,190613,swedishindiepop,pop
0.257,0.818,2,-4.904,1,0.0909,0.00531,2.42e-4,0.33,0.741,165.154,2JV9BTIPgZdpTTsy0RA11n,190533,funkrock,rock
0.702,0.865,8,-3.396,1,0.0391,0.426,0,0.103,0.782,140.043,1YyTA0ysYP9F3ry6lqOJB4,246400,lapop,pop
0.434,0.781,2,-4.619,0,0.0484,0.0114,4.23e-4,0.106,0.753,143.241,3CTIQzmsSsPqI22uwQGq7f,209520,swedishhardrock,rock
0.552,0.368,5,-10.172,1,0.0726,0.99,0.724,0.115,0.813,199.911,5TsbKqK79ig5Qac5ClYKHC,122067,gospelblues,blues
0.846,0.884,6,-8.752,1,0.0639,0.00138,0.59,0.161,0.831,123.036,65TPre8PWZmmoPzLm15wjK,302640,belgianindierock,rock
0.384,0.139,0,-13.626,0,0.0335,0.931,0.00432,0.104,0.2,92.484,240uJF0WrDI5hc2S1OYsm5,226987,vocaljazz,jazz
0.638,0.268,9,-15.975,1,0.0533,0.816,0.0426,0.165,0.569,115.903,0FsXOJYuXIDTFitV7vbrd6,282760,contemporaryjazz,jazz
0.686,0.429,8,-10.402,0,0.15,0.71,3.41e-6,0.166,0.27,130.09,6KuXb26rHuRy3ZDse1VRmx,194933,outerhiphop,hiphop
