Danceability,Energy,Key,Loudness,Mode,Speechness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,ID,Duration_ms,Genre,genre
0.672,0.675,0,-7.115,1,0.0517,0.0295,2.74e-6,0.119,0.709,153.897,29I0FpCdJx0BrCMxLvXcSE,179300,norwegianhiphop,hiphop
0.368,0.844,1,-8.938,1,0.0339,0.00196,0.716,0.371,0.555,90.513,3Cuog6VjpWstn7qrkpYCvq,287173,deeplatinjazz,jazz
0.467,0.958,4,-4.808,0,0.0775,4.79e-4,0.199,0.299,0.701,145.92,5xC8uOesnn0udeXAYlAnoY,180880,ukalternativepop,pop
0.786,0.835,10,-3.651,0,0.237,0.322,0,0.0961,0.962,93.528,0zzRKluCXNHGg6lvIbQnfB,227892,peruvianhiphop,hiphop
0.294,0.185,4,-17.328,0,0.0484,0.94,0.913,0.095,0.188,89.287,5Ft2luiX30oWu4QDdvHjTd,194920,classicalpercussion,classical
0.563,0.383,2,-7.544,0,0.0322,0.283,2.59e-6,0.127,0.357,173.984,32YHCNItnCdiYaPbw0uTo8,210520,deepsoftrock,rock
0.545,0.64,4,-9.937,0,0.224,0.00249,0.0304,0.196,0.606,80.544,70YvYr2hGlS01bKRIho1HM,230480,rock,rock
0.633,0.451,9,-12.796,1,0.0427,0.372,0.0134,0.137,0.501,135.534,2Qnko1Im8fcUKeMeHdUTb9,293987,bluesband,blues
0.367,0.306,7,-11.804,1,0.0468,0.818,0.854,0.0753,0.308,180.833,1cqKtc1R2xS526B0zIiz1F,169013,pianoblues,blues
0.43,0.517,1,-8.704,1,0.0327,0.00223,2.71e-4,0.0797,0.0898,152.525,23AE6mwBv8eRzg1dz08SvM,360080,italianindiepop,pop
0.56,0.704,9,-8.237,1,0.0465,0.0104,0.00123,0.313,0.566,139.962,0V9B1YARzvYkmnS3U5RuQk,299960,funkrock,rock
0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3,3dOAXUx7I1qnzWzxdnsyB8,193653,dancerock,rock
0.631,0.888,9,-4.825,0,0.0411,0.0174,1.47e-4,0.0653,0.96,139.046,15PknwuGulhQAW0vkCPpvW,292613,swedishhardrock,rock
0.683,0.691,8,-5.535,1,0.0432,0.243,0,0.14,0.732,179.91,3umS4y3uQDkqekNjVpiRUs,219507,lapop,pop
0.479,0.852,0,-10.936,1,0.055,0.0803,0.949,0.218,0.666,142.914,4a71sQYcVw1t8gjydOl55m,179307,indiegaragerock,rock
0.487,0.49,0,-4.744,1,0.0387,0.525,0.00526,0.22,0.783,180.009,0FY93VgJrESIGQxcevY1Vu,192198,regionalmexicanpop,pop
0.321,0.652,3,-7.898,1,0.0352,0.377,0.0743,0.0639,0.316,120.495,29I7JEDrPkAOBFGSWktzmf,221707,deepindierock,rock
0.41,0.741,6,-9.328,1,0.0517,0.153,0.834,0.358,0.592,81.311,1xigBgj8oUHWwK6sT1lifk,135960,mathpop,pop
0.564,0.621,11,-6.531,1,0.0262,0.141,0.0207,0.123,0.848,82.138,0lhpgx81atFIaMrE66rDgi,164267,mexicanpoppunk,pop
0.203,0.039,5,-22.101,1,0.0347,0.987,0.961,0.101,0.111,80.51,1GZA9PNmpDdmr1augYnXCF,139587,pianoblues,blues
0.65,0.784,2,-6.183,0,0.0292,0.0251,0.481,0.116,0.937,128.028,3IAgD0n3sPuDuxfvBazGN2,193760,smoothjazz,jazz
0.492,0.65,1,-7.272,1,0.0283,0.387,3.21e-5,0.192,0.39,104.541,1MvFYNOT0wJzUHV9v5pHoT,356960,rockkapak,rock
0.726,0.828,7,-8.897,1,0.0434,0.732,5.17e-6,0.148,0.959,131.137,3RDDnVi18YF469YKDu1WrH,162572,portugueserock,rock
0.839,0.233,3,-13.539,1,0.0414,0.745,0.746,0.105,0.778,125.597,7k3YrlUP1DxGe802jjuT1L,194293,jazzfusion,jazz
0.806,0.845,4,-6.048,0,0.175,0.0112,0,0.21,0.533,110.023,6O9nfayzAqdnUcMVaLiIgG,215360,estonianhiphop,hiphop
0.427,0.902,6,-7.24,0,0.414,0.0752,0,0.415,0.609,170.212,3Y0yH2S5itiwfBqLnRCVvY,211267,italianundergroundhiphop,hiphop
0.732,0.581,4,-11.173,0,0.0579,0.516,0.0865,0.176,0.336,109.996,3iAKC1uW3UdqrR45TgxwJc,251573,etherpop,pop
0.712,0.37,5,-9.807,1,0.0325,0.823,5.59e-4,0.112,0.703,130.915,6hBWz0h6E7Kxl0OgkqrSFo,210257,vocaljazz,jazz
0.466,0.95,5,-4.77,1,0.109,2.82e-4,0,0.34,0.602,175.012,7962eV90klpsjVgSKGwxnW,178580,deeppoppunk,pop
0.618,0.798,0,-4.742,1,0.0423,0.00455,0,0.163,0.534,113.997,22aSl53GhZ1y0R4neQ11pd,212857,popemo,pop
0.404,2.27e-4,8,-11.439,1,0.491,0.64,1.84e-6,0.195,0.72,217.349,4oaP7Hvu3XSesQUIlYddiL,515880,scottishhiphop,hiphop
0.626,0.707,9,-9.548,1,0.0449,0.00356,0.373,0.132,0.726,94.03,6oRvlUcaVGv3cY6vNPUVFN,364040,undergroundpowerpop,pop
0.395,0.94,4,-8.696,1,0.0372,4.37e-5,0.663,0.154,0.407,123.59,466AJPxaIUvU13wQ40g2YQ,211773,uknoiserock,rock
0.614,0.225,7,-19.242,1,0.0441,0.982,0.875,0.185,0.938,133.925,7orCFK6WF464ssZ31ajyJn,165947,pianoblues,blues
0.602,0.753,4,-5.633,0,0.297,0.00945,0,0.118,0.585,81.406,7mcz6AM5EUEWE4cOFQTOUU,206451,austrianhiphop,hiphop
0.504,0.834,9,-8.533,1,0.0397,6.47e-4,0.85,0.234,0.438,118.085,7cMHndKHRAoid4I0JzZ46B,292267,jazzfusion,jazz
0.736,0.431,0,-7.498,0,0.036,0.0673,0.546,0.103,0.798,120.019,7IemlGq4itPt0RKlUcQV3A,267027,ecuadorianalternativerock,rock
0.552,0.433,10,-10.945,0,0.331,0.0968,0.421,0.109,0.214,88.475,47prNzqRUL0L9z9qZRRbZj,222340,vaporpop,pop
0.733,0.839,1,-2.84,0,0.0335,0.0145,1.87e-4,0.162,0.471,126.009,0byab45cmZntz74RxcASrf,223533,popedm,pop
0.607,0.495,9,-8.872,0,0.0272,0.223,0.223,0.856,0.377,140.124,2A10n723a6CRi2KHaOBhMp,353773,belgianpop,pop
0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,54eZmuggBFJbV7k248bTTt,252240,funkrock,rock
0.209,0.58,10,-7.692,0,0.0327,5.66e-4,0.855,0.0992,0.113,179.952,1Vq9zOxpiOQwdUMQlTTvvv,573883,atmosphericpost-rock,rock
0.59,0.836,0,-5.391,1,0.0425,0.0576,2.38e-5,0.196,0.693,144.066,7hExqd5aeA6cdDFx6sBfd3,193120,deepindierock,rock
0.743,0.73,10,-4.314,0,0.125,0.287,8.1e-5,0.0778,0.15,179.972,4uP3pUP18ennmz0tb3GphR,197968,lapop,pop
0.755,0.43,9,-12.794,1,0.0452,0.0282,0.87,0.0598,0.851,118.878,6y0YiLR0PbLoYv4r5kblp5,261674,deeplatinjazz,jazz
0.661,0.764,11,-6.413,1,0.0364,0.0012,6.5e-6,0.0789,0.623,110.028,37rc2duYjG2nJM8fFWN97u,227813,popemo,pop
0.438,0.966,9,-6.103,1,0.0445,4.42e-4,0.463,0.691,0.713,169.798,6bxqVA0hflgfiVxdBcs7KY,262693,classicgaragerock,rock
0.534,0.72,7,-7.87,1,0.0353,0.00306,0.919,0.262,0.502,144.957,2dVeSnC6LQgblyMyuh4ah2,169691,italianpost-rock,rock
0.605,0.43,2,-10.168,0,0.0299,0.557,0.00193,0.113,0.333,99.998,6GVxVcxJ3txLpQ5r5uPJ8e,219722,danishindiepop,pop
0.522,0.358,9,-9.214,1,0.03,0.847,0.146,0.107,0.105,137.66,108AjsNJYPMrZWecK7xNkF,282000,indonesianpop,pop
0.767,0.886,4,-5.27,1,0.396,0.668,8.31e-6,0.61,0.468,98.012,3SmopOScTkSxsNgsnX2EN9,183223,frenchhiphop,hiphop
0.318,0.942,5,-4.125,0,0.0492,0.00435,0,0.0962,0.486,134.879,1UMfD9AXeunpbd2TKEtuY9,238573,indiegaragerock,rock
0.625,0.741,0,-5.087,0,0.0285,0.0822,2.66e-6,0.104,0.427,104.988,1OEzEooPXSAImvfMg0lH2a,275889,mathpop,pop
0.755,0.649,5,-7.573,0,0.0303,0.0928,1.77e-4,0.0939,0.734,104.022,7uvDJFly0TCWWsK48NI1fx,226120,christianpop,pop
0.376,0.556,2,-9.354,1,0.0302,0.0876,4.47e-5,0.265,0.676,138.715,2wfPcSR35XrJ9ullx8tIqK,278440,ostrock,rock
0.768,0.572,8,-6.819,1,0.0508,0.0552,0.0127,0.0821,0.324,92.002,3eqpWYnlCQuwyTpoug8Zxt,175056,deepdancepop,pop
0.833,0.631,4,-8.507,0,0.0613,0.0534,0,0.0664,0.607,94.995,45YCur2lyV5Nnr4HGaYZ5o,227368,hiphop,hiphop
0.861,0.603,2,-9.929,1,0.295,0.131,8.8e-6,0.179,0.606,144.024,79705EPc01VyUB2HAOyQhA,236250,experimentalhiphop,hiphop
0.485,0.864,2,-2.294,1,0.0431,0.0336,0,0.671,0.396,171.109,10zm24iyuS1T08u7gtW8DZ,191048,ukpop,pop
0.702,0.868,0,-8.361,1,0.0398,0.235,4.45e-5,0.19,0.876,135.048,0Z3E3USDNRILRhQBwy0ljP,197813,indonesianpop,pop
0.448,0.756,4,-5.941,1,0.0315,0.0183,0,0.132,0.547,94.995,6mxLpLcuTzunthR0XPvJdO,233773,dreampop,pop
0.695,0.786,11,-5.414,1,0.0547,0.0775,0,0.0453,0.889,80.993,2hcKRtPUgvp3WwrHSPFBPx,226347,reggaerock,rock
0.622,0.0726,4,-11.567,1,0.0323,0.921,0,0.106,0.218,100.147,5MulsCSWNznHXELAlB6xpe,232448,icelandicrock,rock
0.668,0.885,7,-4.917,0,0.084,5.29e-4,0.00131,0.127,0.366,131.986,3bfdWe6JjFrpT1rOUiH7oH,209212,germanhardrock,rock
0.518,0.585,5,-8.485,1,0.0279,0.0778,2.43e-6,0.31,0.312,144.998,1eyq8cjUQ2daFthW2PC2GM,258120,wrock,rock
0.444,0.821,10,-5.91,1,0.0416,0.0186,3.09e-6,0.182,0.452,151.948,4gHDOASpAaGG9eitQZP1bQ,224293,albertacountry,country
0.694,0.257,0,-11.439,1,0.0365,0.658,0.00127,0.0703,0.243,148.036,1UehyRYWHQxfj52XJbswIv,249973,jazzfusion,jazz
0.49,0.317,4,-19.145,1,0.0575,0.971,0.862,0.208,0.726,90.248,4L6w20eEWvwmeeMFuLSBkY,123387,classicalguitarquartet,classical
0.597,0.612,11,-10.626,0,0.031,0.00479,0.0221,0.139,0.637,109.688,6v4pemwpkW7msCbBtSJf15,257440,canadianrock,rock
0.471,0.802,9,-5.064,1,0.377,0.0884,1.75e-5,0.326,0.443,118.693,6mmbjXHi7NeftcCwePGjbq,277693,albanianhiphop,hiphop
0.564,0.36,6,-10.839,1,0.0415,0.984,0.917,0.231,0.762,111.413,2RB9vOgno0oDVg2TrCzzjM,192733,gospelblues,blues
0.383,0.637,3,-6.993,1,0.0703,0.0722,0,0.368,0.0827,177.913,1erDNx55IWAE9OYuBTRYgc,260773,lapop,pop
0.666,0.642,8,-6.31,0,0.0427,0.135,6.41e-5,0.118,0.321,94.018,0XbAySkD2xUPUudQ1a0kGc,194320,albanianhiphop,hiphop
0.524,0.577,9,-6.456,0,0.0711,0.798,0.0906,0.766,0.616,121.405,6zEYfHjIw593sk0JgfAkVB,354707,jazzfusion,jazz
0.441,0.489,2,-10.759,1,0.0359,0.774,0.016,0.0937,0.611,149.774,0j6DlCKhJgJNmwIUoTvgAr,183987,gothicrock,rock
0.44,0.687,11,-5.202,1,0.0297,0.0761,0,0.0612,0.479,175.055,175VH7LXzyAX6JiLgwdHWk,182320,ecuadorianalternativerock,rock
0.633,0.384,7,-12.168,1,0.0266,0.0282,4.42e-5,0.0517,0.262,97.568,3LCJpRE769W1sWmrk2Ou5r,260867,canadianrock,rock
0.427,0.476,6,-12.682,1,0.0411,0.558,3.85e-4,0.587,0.373,131.837,2RGKedU9P3odTAxhlho0lJ,264573,wrock,rock
0.547,0.257,0,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752,7pKfPomDEeI4TPT6EOYjn9,187867,funkrock,rock
0.681,0.582,9,-7.876,1,0.027,0.514,2.13e-4,0.114,0.742,136.119,4G17iavwP0xVguOKlwzL0f,232107,reggaerock,rock
0.78,0.729,10,-5.424,0,0.0363,0.0041,1.69e-5,0.0517,0.974,126.961,55mq4HrZCdMT9zWECfCNH2,173267,canadianrock,rock
0.374,0.647,4,-8.542,0,0.0464,0.0223,1.91e-6,0.164,0.324,95.464,1P6RmFVsvawZjOKFXnOYdb,234707,modernblues,blues
0.625,0.934,2,-3.833,1,0.037,0.0194,0,0.0903,0.591,116.011,6eFGvG8mkvZJjhPx9wMZGc,247040,christianpop,pop
0.379,0.384,4,-8.377,1,0.035,0.0742,0.0967,0.14,0.101,125.447,3rphOvyCds0nnZdySDJYJ5,121618,dreampop,pop
0.447,0.835,4,-4.2,1,0.0487,0.148,0.868,0.143,0.168,99.978,6XkrqjRRcKOvUoErRslJvu,201387,dreampop,pop
0.573,0.17,6,-10.076,0,0.027,0.406,5.99e-6,0.241,0.156,81.686,17YEHsH3LwT9yqqQhuid8k,196890,southernrock,rock
0.35,0.797,2,-9.274,1,0.0471,0.0211,0.00383,0.084,0.44,107.712,5AQY8tgOjZs9zptmJUMDTf,277107,undergroundpowerpop,pop
0.665,0.276,7,-11.053,1,0.026,0.788,0,0.099,0.299,130.07,25qm0qQzdRkWe96BKuaiHt,325947,indonesianpoppunk,pop
0.724,0.643,7,-7.774,0,0.044,0.0372,0.00141,0.192,0.795,74.957,1n9PUTUa3NkYqkUHQ11rwm,393200,rhythmandblues,blues
0.601,0.838,0,-5.652,1,0.0378,0.00406,1.67e-5,0.194,0.494,110.254,6wYhV6cdyyEGjDbOEp7KNY,239133,canadianrock,rock
0.638,0.808,11,-5.278,0,0.356,0.0867,0,0.314,0.835,99.287,28fjsqbFXXtWgGUmv00RrF,214700,italianundergroundhiphop,hiphop
0.684,0.708,1,-5.685,1,0.029,0.386,0.00114,0.157,0.272,115.012,5QuJrmc0D3NcWOyEK1G1JF,202435,etherpop,pop
0.691,0.7,5,-6.171,0,0.0837,0.145,1.05e-5,0.46,0.648,97.267,6kFpkcHtvKZCtKaBZOUwLk,240760,norwegianhiphop,hiphop
0.279,0.473,4,-8.375,0,0.0309,0.242,0.00164,0.158,0.246,167.792,6yLIqXX9edg1x0HZS7cZEv,257107,deepsoftrock,rock
0.626,0.746,7,-8.832,1,0.0282,0.16,0,0.0618,0.8,102.896,5YjKdeES9QRJ8NmF4Xc8pV,310893,wrock,rock
0.499,0.638,0,-6.145,1,0.0438,0.129,0,0.631,0.253,89.98,4J4zx8xGJpuGndrVc06KaT,239835,ukpop,pop
0.491,0.15,5,-24.473,1,0.0689,0.993,0.845,0.0933,0.8,159.845,3mAWXViNGFcGEQu2vm8zrO,233600,pianoblues,blues
0.487,0.793,9,-5.754,1,0.374,0.27,0,0.43,0.627,170.647,4goADPUvaTxCHH1MuozXt7,287240,italianundergroundhiphop,hiphop
0.235,0.519,7,-7.644,1,0.032,0.17,0.743,0.116,0.177,146.795,4LckK4aUZJsnxIO1HZoL2r,344933,undergroundpowerpop,pop
0.586,0.758,9,-9.087,1,0.033,0.674,5.29e-4,0.0934,0.575,110.022,7EL5Key2C1DI1Uzr1i9CKs,230360,belgianpop,pop
0.609,0.805,4,-11.593,0,0.0308,0.619,0.627,0.0787,0.874,110.655,075Y1CcVhmGI3dejONq09l,196023,pianoblues,blues
0.257,0.925,6,-6.056,0,0.0592,2.75e-4,0.00231,0.211,0.709,172.653,7DHU9vaok4FC0Jm2rLpvkO,199227,ukalternativepop,pop
0.432,0.783,0,-4.349,1,0.0387,0.402,0,0.67,0.948,201.694,5WOJuP8YyDD7TSeL5miBDt,206493,canadianpop,pop
0.394,0.8,4,-4.17,0,0.0413,0.0266,0,0.184,0.525,162.053,1N0j6Gw5lmfI7kipAgYcma,185413,country,country
0.477,0.838,2,-5.828,1,0.0354,2.73e-4,4.45e-4,0.0935,0.52,119.61,6hgUG2NkTOY2vpgHGfqoJX,211400,undergroundpowerpop,pop
0.536,0.224,2,-19.05,0,0.0505,0.99,0.909,0.109,0.521,112.473,2EtzqRtPlw6EuNzw4qEiB4,125240,classicalsaxophone,classical
0.748,0.585,1,-10.833,1,0.0632,0.00274,0.513,0.061,0.326,92.046,7pn9pqeP3rWsOIgqxXdCg4,262627,v-pop,pop
0.517,0.505,5,-9.949,1,0.034,0.114,1.68e-6,0.36,0.335,74.915,0PWHZmjYHRqRE0UlWiBvvy,192000,brazilianindierock,rock
0.398,0.206,10,-10.759,1,0.0313,0.875,0.0191,0.11,0.14,73.941,0GEMnDIizcn9gPYb512eMB,442023,deepchristianrock,rock
0.8,0.599,9,-4.235,1,0.0499,0.231,1.49e-4,0.0674,0.816,139.022,0p19umRMwlsAIATRYFZ0jW,182518,deepdancepop,pop
0.523,0.911,9,-8.101,1,0.0809,0.00169,0.00288,0.39,0.497,94.526,3kJw8wpzrB5WLFcdmIvXew,324400,canadianrock,rock
0.791,0.565,5,-3.933,0,0.0439,0.0623,0,0.156,0.181,99.961,5icOoE6VgqFKohjWWNp0Ac,156347,dancepop,pop
0.411,0.6,2,-7.45,1,0.0373,0.215,0,0.128,0.762,81.97,7oRX4aks4ZicnRuxYAJxXC,182387,ostrock,rock
0.525,0.462,9,-8.668,0,0.127,0.176,7.55e-4,0.337,0.486,119.922,0jGTmc9Z4yczeLzLVaIJgp,228640,portuguesepop,pop
0.441,0.954,8,-3.702,1,0.059,4.64e-4,3.32e-4,0.0529,0.146,175.027,23PJY70rydGYINeC4Anfnu,252343,ukpop,pop
0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-6,0.0574,0.656,93.989,5w9c2J52mkdntKOmRLeM2m,193227,peruvianhiphop,hiphop
0.627,0.793,11,-6.451,1,0.0338,0.00281,0,0.335,0.665,129.974,7tjo6k1l1sMVv58kGuIXwY,221729,indonesianpoppunk,pop
0.686,0.576,1,-6.632,1,0.0284,0.443,1.7e-5,0.212,0.72,83.971,4o8STNAL91xc7EvuvqSKk1,208213,albertacountry,country
0.54,0.828,9,-4.439,1,0.0444,0.0447,0,0.228,0.604,115.955,6MSyRbW0Vm5RyLu1wjjW49,225573,panamanianrock,rock
0.505,0.654,2,-8.282,1,0.0455,0.0134,9.14e-5,0.0473,0.843,86.678,1eCPjZqNSN1outB2jVRIgY,200627,ostrock,rock
0.765,0.356,11,-5.556,0,0.196,0.222,0,0.0963,0.19,97.001,3pXF1nA74528Edde4of9CC,198293,hiphop,hiphop
0.434,0.219,5,-19.765,0,0.151,0.736,0.758,0.143,0.774,184.696,51YruEy9ovtWYmuMHbptS8,194628,britishjazz,jazz
0.594,0.801,7,-4.788,0,0.0257,0.128,0,0.0901,0.609,137.981,4uofaK0hnyZQFDAepvPNl6,204733,lapop,pop
0.838,0.81,7,-4.006,0,0.0429,0.086,0,0.0546,0.752,121.985,0D4BrT1XkauoXF8R2dFg1A,218000,norwegianhiphop,hiphop
0.565,0.674,4,-8.34,1,0.0304,0.193,3.3e-6,0.132,0.612,113.983,4WzDgcOSXQBGVnPhlESa9M,278040,classicdanishpop,pop
0.595,0.88,3,-7.024,0,0.0459,0.0301,7.71e-4,0.0508,0.685,126.267,5xK4zznILIEI4YRgH23ts9,356560,ostrock,rock
0.47,0.659,0,-4.938,0,0.0326,0.00613,4.62e-4,0.253,0.133,119.916,2LezV2F7H40m4qNNk5oBob,229853,germanhardrock,rock
0.695,0.282,9,-15.359,1,0.0295,0.681,0.0267,0.0767,0.445,91.681,69l8nFPu0LWmnoJX7YSVYc,268707,deepsoftrock,rock
0.389,0.214,5,-10.969,1,0.0366,0.979,0.00312,0.117,0.19,172.841,2B06UJFV8OpLPRlQfFKrYA,185440,pianoblues,blues
0.631,0.852,1,-3.181,1,0.029,0.0601,1.02e-4,0.144,0.834,132.018,6z9ehfxE973fOlKJKNJL2x,255600,australianrock,rock
0.303,0.0141,10,-19.759,0,0.0418,0.948,0.0944,0.0792,0.157,171.439,1hVRTl4yhWmGW7ImZoO22e,258266,russianjazz,jazz
0.379,0.28,2,-9.268,1,0.0342,0.597,3.37e-4,0.135,0.251,177.814,7tZ69fC235bauF9Dyxk8Ps,267000,indonesianhiphop,hiphop
0.545,0.813,2,-4.911,1,0.0416,4.82e-4,0.00124,0.0962,0.827,150.052,77Lu2Cx1C8TtBEy6OSqgJI,235187,modernblues,blues
0.65,0.274,2,-16.045,0,0.042,0.68,0.887,0.0898,0.0393,124.996,1DI7wj7kZA2DerrvObBKPu,255209,deeplatinjazz,jazz
0.606,0.835,5,-6.107,1,0.265,0.417,1.11e-6,0.103,0.313,100.145,64ljLB67HWSCrYhEuEGFgB,195791,jazzfusion,jazz
0.315,0.76,7,-9.843,1,0.0337,1.54e-6,0.682,0.156,0.611,158.81,3jJYZIYPamEz96JpElTC7H,189853,uknoiserock,rock
0.384,0.765,6,-4.463,1,0.0579,0.646,0.00352,0.522,0.567,129.903,4EpZ4eYuZOwPSSwyqpdHnJ,252231,vaporpop,pop
0.387,0.839,2,-14.665,1,0.0302,0.426,0.784,0.085,0.293,148.505,3BYMVMipFxGGN8tbVmP7ry,203680,deeplatinjazz,jazz
0.331,0.963,4,-1.142,0,0.0678,1.35e-6,0.509,0.159,0.593,160.007,4e5E3VguvsjEA7ecl044QD,261132,garagerock,rock
0.575,0.818,1,-6.292,0,0.0926,0.214,0.466,0.0669,0.796,123.422,2CcTLd7kw4Y9lFFtAOG2sn,392160,undergroundpowerpop,pop
0.651,0.782,1,-4.622,1,0.0303,0.23,0,0.139,0.619,94.94,0uSGTaHms9ceAxb7L6VLrU,169612,country,country
0.677,0.774,9,-6.658,0,0.126,0.292,1.55e-6,0.0903,0.941,95.418,4it8bwUK3ZIaMMN1Hpbtep,235337,colombianrock,rock
0.475,0.817,9,-6.391,1,0.0415,0.362,0,0.219,0.792,113.721,2O3weNI8jVcj3t9T7ydgTq,267413,deepbrazilianpop,pop
0.656,0.269,7,-10.736,0,0.266,0.877,0,0.111,0.292,113.518,3Xs9f6PwDJME9eBW39LGHS,336857,portuguesepop,pop
0.739,0.557,10,-7.8,0,0.056,0.0752,0,0.107,0.482,135.004,2yaksZLuFktfLsXXmyHOcr,356173,finnishhiphop,hiphop
0.671,0.91,0,-3.621,1,0.1,0.00196,0.0316,0.171,0.413,128.036,6fIgsZFtGXiIvxb2Y6oCc7,138750,dancepop,pop
0.446,0.598,2,-11.264,0,0.0363,0.0112,0,0.057,0.778,124.251,30hhKxpW0ELRjVIhnAz2gN,247373,swedishindiepop,pop
0.698,0.843,4,-6.297,0,0.27,0.235,0,0.242,0.5,159.979,593pdZmRs6Glsh78oSVnmL,210048,albanianhiphop,hiphop
0.495,0.722,6,-6.677,0,0.0334,1.41e-4,0.0367,0.0879,0.219,124.086,5gOjvocmJZQ05QBSE9xIkR,263640,atmosphericpost-rock,rock
0.593,0.732,10,-6.855,1,0.046,0.326,0,0.629,0.723,78.546,3YFR98QWOHyiryblV7K2Pw,194148,noisepop,pop
0.589,0.768,9,-11.493,1,0.0417,0.104,0,0.0897,0.694,109.127,1grnSNpTAe14gjtqfArZan,216693,canadianrock,rock
0.735,0.682,7,-7.478,1,0.0503,0.0937,0.473,0.0977,0.121,109.994,04FcnplM9j9AgZPlRjgGlN,368826,vaporpop,pop
0.346,0.403,7,-8.273,1,0.0311,0.771,0.565,0.275,0.14,72.259,7oCcg0X8qEOKExwwCL8jFs,358133,germanjazz,jazz
0.623,0.93,9,-6.628,0,0.0359,0.00174,0,0.493,0.836,124.991,64Gp6mICjNk2ZOAT3UxTgS,294213,swedishhardrock,rock
0.636,0.731,4,-7.037,1,0.421,0.162,0,0.455,0.61,86.15,0XRbYXQUymj9SJkrr8YK5B,262507,hiphop,hiphop
0.511,0.75,2,-13.572,1,0.0386,0.0377,0.811,0.163,0.287,113.547,61b3vAsPeDkrSCuoiM3vGj,336250,post-rocklatinoamericano,rock
0.445,0.591,7,-9.004,0,0.0316,0.319,0.766,0.107,0.0774,137.864,1j56M8iOGH48yuKqj64qGK,216038,vaporpop,pop
0.609,0.29,1,-11.83,0,0.0256,0.747,3.69e-4,0.0724,0.309,104.958,2SfyxPu7636WgHFxgxZjDV,243511,icelandicpop,pop
0.415,0.95,4,-4.676,1,0.0621,0.00126,3.86e-5,0.133,0.552,160.017,1uNH7kknB8MVkmh6FfDb6W,194288,ukalternativepop,pop
0.622,0.996,0,-1.035,0,0.0328,0.0121,1.78e-5,0.285,0.852,130.042,1qKabhWWvAY5njvqTgA65z,204000,modernblues,blues
0.454,0.575,9,-7.069,1,0.0276,0.00609,1.09e-4,0.112,0.474,158.254,1IP2z9BOOiT2G3vHveIWE0,383587,belgianpop,pop
0.313,0.285,4,-27.71,1,0.0326,0.0816,0.12,0.449,0.932,111.887,2guNWfcYhINdRDzsPLkXG1,146933,deeppower-poppunk,pop
0.6,0.646,6,-5.573,0,0.0259,0.359,4.82e-6,0.144,0.24,132.528,6f8lgCgnFvWHu0TYy2Ki2X,343107,rockkapak,rock
0.599,0.456,4,-9.28,1,0.0657,0.122,0,0.188,0.761,191.727,0ytIIaBYGhNwjkYg4CLzVy,190935,mexicanrock-and-roll,rock
0.468,0.867,9,-4.135,1,0.0424,2.93e-5,0.0575,0.213,0.286,101.47,2CQcOwy7QG6V4KVZ37paoB,211348,deeppoppunk,pop
0.86,0.861,6,-7.131,0,0.307,0.0361,4.07e-5,0.113,0.79,143.184,59rtiYOPgMEDf3yPEfU2la,271053,hiphop,hiphop
0.642,0.646,7,-8.114,0,0.0634,0.473,1.01e-6,0.23,0.641,102.235,78srxDCCf9eHRKLneQ5Czr,256653,ecuadorianalternativerock,rock
0.599,0.733,11,-7.058,1,0.203,0.176,0,0.242,0.534,102.211,7COXchtUOMd6uIT6HvmRaI,162583,lapop,pop
0.501,0.845,2,-4.867,1,0.0413,0.0162,1.73e-5,0.21,0.549,169.058,0bKWR71e2TVPpbsNX12WbK,254957,classicdanishpop,pop
0.598,0.858,2,-6.734,1,0.0301,0.0826,0.0304,0.319,0.945,104.13,3H9TbFDfJSXIBhVrL7cR8z,257855,dreampop,pop
0.804,0.545,9,-6.884,0,0.0573,0.288,0,0.236,0.829,93.03,21xIcSDpGcLOse6hoCEdMA,211893,polynesianpop,pop
0.534,0.584,7,-7.26,1,0.0298,0.0101,0.202,0.301,0.227,119.043,4Bggim4UBtfueGEfGeSequ,235264,alternativerootsrock,rock
0.229,0.314,8,-13.039,1,0.042,0.977,0.0129,0.32,0.0707,82.966,4T5MJRQjUxe69vOl7YD4RX,287600,norwegianclassical,classical
0.514,0.382,7,-8.321,1,0.0285,0.702,1.31e-4,0.0802,0.13,112.342,1uoLxfaYLm5jaJPRZxAiHy,285173,belgianpop,pop
0.589,0.714,2,-5.423,1,0.0377,0.632,0,0.181,0.716,126.978,1qziCx0BHzpd6LeSqx8vAq,157573,portuguesepop,pop
0.642,0.321,7,-10.568,1,0.0277,0.761,0,0.081,0.575,138.153,7k125cYjRfIYB23FOQTeTy,289413,bossanovajazz,jazz
0.914,0.505,0,-12.846,1,0.0434,0.00421,0.00141,0.0336,0.854,126.045,60gO7SvZfryh6eUxwjvqHf,187240,ostrock,rock
0.559,0.722,11,-5.159,0,0.0345,0.00428,0.598,0.123,0.168,131.943,4Qa52bS4Lw1bKmJPBtvpGc,195613,panamanianrock,rock
